Breed,Age_in_years,Age_in_months,Gender,Neutered_or_spayed,Body_length,Weight,Fur_colour_dominant,Fur_pattern,Eye_colour,Allowed_outdoor,Preferred_food,Owner_play_time_minutes,Sleep_time_hours,Country,Latitude,Longitude
Ragdoll,7.92,95,male,False,49,6.28,seal,colorpoint,green,FALSE,wet,34,18,Usa,39.29038,-76.61219
Ragdoll,8.0,96,male,True,45,7.67,seal,colorpoint,blue,FALSE,wet,15,20,Usa,42.35843,-71.05977
Ragdoll,8.0,96,male,True,46,7.62,brown/chocolate,colorpoint,blue,FALSE,wet,19,18,Usa,37.77493,-122.41942
Ragdoll,8.0,96,female,True,41,5.77,seal,colorpoint,blue,FALSE,wet,30,19,Usa,39.29038,-76.61219
Ragdoll,8.0,96,male,True,48,6.58,seal,colorpoint,blue,FALSE,dry,18,16,Usa,42.35843,-71.05977
Ragdoll,7.83,94,female,True,45,3.98,seal,colorpoint,blue,FALSE,dry,19,21,Usa,38.89511,-77.03637
Ragdoll,8.0,96,female,True,48,4.28,seal,bicolor,blue,FALSE,wet,31,16,Usa,41.881832,-87.623177
Ragdoll,8.08,97,male,False,51,7.66,seal,colorpoint,blue,FALSE,wet,10,19,Usa,42.35843,-71.05977
Ragdoll,7.92,95,female,True,47,6.73,seal,colorpoint,green,FALSE,wet,27,15,Usa,45.52345,-122.67621
Ragdoll,8.08,97,male,True,47,8.41,red/cream,colorpoint,blue,FALSE,dry,10,19,Usa,42.35843,-71.05977
Ragdoll,8.17,98,female,True,38,6.99,seal,tortie,blue,FALSE,dry,2,16,Usa,38.89511,-77.03637
Ragdoll,8.17,98,male,False,53,8.38,seal,colorpoint,blue,FALSE,wet,28,20,Usa,47.60621,-122.33207
Ragdoll,8.17,98,male,True,44,8.59,seal,colorpoint,blue,FALSE,wet,36,19,Usa,40.71427,-74.00597
Ragdoll,8.17,98,male,False,48,5.74,seal,colorpoint,blue,FALSE,dry,22,20,Usa,42.35843,-71.05977
Ragdoll,8.17,98,female,False,44,6.16,brown/chocolate,colorpoint,blue,FALSE,dry,28,20,Usa,39.29038,-76.61219
Ragdoll,8.17,98,male,True,50,8.7,red/cream,colorpoint,blue,FALSE,wet,8,19,Usa,41.881832,-87.623177
Ragdoll,8.25,99,male,True,46,9.07,seal,colorpoint,blue,FALSE,dry,7,16,Usa,47.60621,-122.33207
Ragdoll,8.25,99,female,True,39,5.03,seal,bicolor,blue,FALSE,wet,10,19,Usa,42.35843,-71.05977
Ragdoll,8.25,99,male,True,44,6.76,seal,colorpoint,green,FALSE,wet,26,19,Usa,45.52345,-122.67621
Ragdoll,8.42,101,male,False,53,5.99,seal,colorpoint,blue,FALSE,dry,13,17,Usa,42.35843,-71.05977
Ragdoll,8.42,101,female,True,41,5.7,brown/chocolate,colorpoint,blue,FALSE,dry,29,20,Usa,42.35843,-71.05977
Ragdoll,8.5,102,female,True,47,5.86,brown/chocolate,colorpoint,blue,FALSE,dry,9,20,Usa,40.71427,-74.00597
Ragdoll,8.5,102,male,True,45,8.45,seal,colorpoint,blue,FALSE,wet,21,20,Usa,42.35843,-71.05977
Ragdoll,8.5,102,male,True,52,8.33,seal,colorpoint,blue,FALSE,wet,22,17,Usa,37.77493,-122.41942
Ragdoll,8.58,103,female,False,50,5.51,seal,colorpoint,blue,FALSE,wet,32,18,Usa,42.35843,-71.05977
Ragdoll,8.58,103,female,True,44,5.7,seal,colorpoint,blue,FALSE,wet,12,20,Usa,39.29038,-76.61219
Ragdoll,8.58,103,male,False,46,6.61,brown/chocolate,colorpoint,blue,FALSE,wet,14,19,Usa,38.89511,-77.03637
Ragdoll,8.58,103,male,False,53,6.37,brown/chocolate,colorpoint,green,FALSE,wet,34,18,Usa,38.89511,-77.03637
Ragdoll,4.58,55,female,True,46,4.37,seal,tortie,blue,FALSE,wet,13,12,Usa,38.89511,-77.03637
Ragdoll,8.67,104,female,True,48,6.46,seal,tortie,blue,FALSE,wet,20,18,Usa,40.71427,-74.00597
Ragdoll,8.75,105,female,False,43,6.1,seal,colorpoint,blue,FALSE,wet,15,20,Usa,38.89511,-77.03637
Ragdoll,8.75,105,male,False,50,6.79,seal,colorpoint,blue,FALSE,wet,33,21,Usa,40.71427,-74.00597
Ragdoll,4.5,54,female,True,45,4.33,seal,tortie,blue,FALSE,wet,26,15,Usa,38.89511,-77.03637
Ragdoll,8.75,105,female,True,38,6.04,seal,colorpoint,blue,TRUE,wet,30,19,Usa,42.35843,-71.05977
Ragdoll,8.75,105,female,False,43,6.4,seal,colorpoint,blue,FALSE,wet,18,18,Usa,47.60621,-122.33207
Ragdoll,5.58,67,female,False,45,4.31,seal,colorpoint,blue,FALSE,dry,16,12,Usa,39.29038,-76.61219
Ragdoll,8.83,106,female,False,41,5.72,seal,bicolor,blue,FALSE,wet,11,20,Usa,38.89511,-77.03637
Ragdoll,8.92,107,male,True,44,5.82,seal,colorpoint,blue,FALSE,wet,25,20,Usa,39.29038,-76.61219
Ragdoll,8.92,107,male,True,52,7.18,red/cream,colorpoint,blue,FALSE,wet,19,19,Usa,47.60621,-122.33207
Ragdoll,8.92,107,male,True,55,9.13,seal,colorpoint,green,FALSE,wet,15,18,Usa,41.881832,-87.623177
Ragdoll,8.92,107,female,False,43,6.82,seal,colorpoint,blue,FALSE,wet,13,18,Usa,37.77493,-122.41942
Ragdoll,9.0,108,male,True,45,6.66,seal,bicolor,blue,FALSE,wet,8,19,Usa,45.52345,-122.67621
Ragdoll,9.0,108,male,False,52,7.99,red/cream,colorpoint,blue,FALSE,wet,25,17,Usa,38.89511,-77.03637
Ragdoll,9.0,108,female,False,47,6.36,seal,colorpoint,blue,FALSE,wet,30,19,Usa,38.89511,-77.03637
Ragdoll,9.0,108,male,True,43,6.42,red/cream,colorpoint,blue,FALSE,wet,20,17,Usa,38.89511,-77.03637
Ragdoll,9.08,109,male,False,46,5.72,seal,colorpoint,blue,FALSE,wet,21,18,Usa,37.77493,-122.41942
Ragdoll,5.08,61,female,True,38,4.37,seal,tortie,green,FALSE,wet,18,17,Usa,38.89511,-77.03637
Ragdoll,9.08,109,male,True,47,7.91,seal,colorpoint,blue,FALSE,dry,8,20,Usa,38.89511,-77.03637
Ragdoll,9.08,109,male,False,46,6.15,brown/chocolate,colorpoint,blue,FALSE,wet,13,21,Usa,40.71427,-74.00597
Ragdoll,9.17,110,female,True,49,5.73,red/cream,colorpoint,blue,FALSE,wet,30,17,Usa,42.35843,-71.05977
Ragdoll,9.17,110,male,True,46,5.84,seal,colorpoint,blue,FALSE,wet,23,18,Usa,45.52345,-122.67621
Ragdoll,9.17,110,male,True,50,7.52,brown/chocolate,colorpoint,green,FALSE,wet,29,18,Usa,47.60621,-122.33207
Ragdoll,2.67,32,female,False,38,4.59,seal,colorpoint,blue,FALSE,wet,8,12,Usa,38.89511,-77.03637
Ragdoll,9.25,111,female,False,48,3.71,seal,bicolor,blue,FALSE,wet,15,18,Usa,38.89511,-77.03637
Ragdoll,9.25,111,female,False,48,6.11,seal,colorpoint,green,FALSE,dry,14,20,Usa,42.35843,-71.05977
Ragdoll,9.25,111,male,True,47,8.61,seal,colorpoint,blue,FALSE,dry,6,17,Usa,45.52345,-122.67621
Ragdoll,9.25,111,female,True,48,5.49,seal,colorpoint,blue,FALSE,dry,28,20,Usa,39.29038,-76.61219
Ragdoll,9.33,112,male,False,50,7.16,brown/chocolate,colorpoint,blue,FALSE,wet,27,19,Usa,40.71427,-74.00597
Ragdoll,5.58,67,female,False,49,4.57,seal,colorpoint,blue,FALSE,wet,29,16,Usa,38.89511,-77.03637
Ragdoll,9.33,112,female,True,39,6.15,seal,colorpoint,blue,FALSE,wet,13,19,Usa,40.71427,-74.00597
Ragdoll,9.33,112,female,True,47,7.34,lilac,colorpoint,blue,FALSE,wet,11,16,Usa,40.71427,-74.00597
Ragdoll,9.42,113,male,True,46,8.17,brown/chocolate,colorpoint,blue,FALSE,wet,22,16,Usa,40.71427,-74.00597
Ragdoll,9.42,113,female,True,38,6.38,seal,colorpoint,blue,FALSE,wet,38,21,Usa,38.89511,-77.03637
Ragdoll,9.42,113,male,True,41,5.0,seal,solid,blue,FALSE,wet,27,17,Usa,42.35843,-71.05977
Ragdoll,9.42,113,male,True,54,9.15,seal,colorpoint,green,FALSE,wet,6,18,Usa,38.89511,-77.03637
Ragdoll,9.5,114,female,True,48,4.76,seal,colorpoint,blue,FALSE,wet,13,19,Usa,40.71427,-74.00597
Ragdoll,5.17,62,female,False,40,4.07,seal,colorpoint,blue,FALSE,wet,22,15,Usa,39.29038,-76.61219
Ragdoll,9.5,114,male,True,58,9.06,red/cream,colorpoint,blue,FALSE,wet,0,18,Usa,43.296482,-74.00597
Ragdoll,9.5,114,male,False,53,7.09,seal,colorpoint,green,FALSE,wet,21,20,Usa,43.296482,-74.00597
Ragdoll,9.58,115,male,True,51,7.7,red/cream,colorpoint,blue,FALSE,wet,23,19,Usa,43.296482,-74.00597
Ragdoll,9.58,115,male,True,46,5.87,red/cream,colorpoint,blue,FALSE,dry,29,19,Usa,43.296482,-74.00597
Ragdoll,9.58,115,male,False,50,6.91,seal,colorpoint,blue,FALSE,wet,30,16,Usa,43.296482,-74.00597
Ragdoll,9.58,115,male,True,48,8.58,seal,colorpoint,green,FALSE,dry,18,21,Usa,43.296482,-74.00597
Ragdoll,4.0,48,female,True,44,3.91,seal,bicolor,blue,FALSE,dry,36,17,Usa,43.296482,-74.00597
Ragdoll,9.67,116,male,True,43,9.33,seal,colorpoint,blue,FALSE,wet,14,16,Usa,43.296482,-74.00597
Ragdoll,9.67,116,female,True,38,6.37,seal,colorpoint,blue,FALSE,wet,31,19,Usa,43.296482,-74.00597
Ragdoll,9.67,116,female,True,42,6.31,seal,colorpoint,blue,FALSE,wet,16,17,Usa,43.296482,-74.00597
Ragdoll,9.75,117,male,False,47,6.0,seal,colorpoint,green,FALSE,dry,24,17,Usa,43.296482,-74.00597
Ragdoll,4.67,56,female,False,47,5.0,seal,mitted,blue,FALSE,wet,8,12,Usa,43.296482,-74.00597
Ragdoll,5.58,67,female,False,35,5.59,brown/chocolate,tortie,blue,FALSE,wet,11,17,Usa,39.29038,-76.61219
Ragdoll,9.83,118,male,False,56,8.4,seal,colorpoint,blue,FALSE,wet,18,19,Usa,45.52345,-122.67621
Ragdoll,9.83,118,male,True,45,9.08,seal,colorpoint,green,FALSE,wet,24,17,Usa,37.77493,-122.41942
Ragdoll,9.83,118,female,True,41,5.76,lilac,colorpoint,blue,FALSE,wet,19,16,Usa,45.52345,-122.67621
Ragdoll,9.83,118,female,True,44,6.25,seal,colorpoint,blue,FALSE,wet,18,19,Usa,42.35843,-71.05977
Ragdoll,4.67,56,female,True,49,4.62,seal,colorpoint,blue,TRUE,wet,24,12,Usa,47.60621,-122.33207
Ragdoll,4.67,56,female,True,42,3.74,seal,colorpoint,blue,FALSE,wet,24,12,Usa,41.881832,-87.623177
Ragdoll,10.83,130,female,True,41,6.51,seal,colorpoint,blue,FALSE,dry,31,18,Usa,40.71427,-74.00597
Ragdoll,9.92,119,female,True,33,6.07,seal,colorpoint,green,FALSE,dry,4,19,Usa,39.29038,-76.61219
Ragdoll,3.08,37,female,True,45,4.06,red/cream,bicolor,blue,FALSE,wet,16,15,Usa,38.89511,-77.03637
Ragdoll,10.5,126,female,True,43,5.58,seal,bicolor,blue,FALSE,wet,0,19,Usa,45.52345,-122.67621
Ragdoll,10.0,120,male,True,48,7.59,brown/chocolate,colorpoint,blue,FALSE,dry,16,16,Usa,37.77493,-122.41942
Ragdoll,0.08,1,male,False,11,0.6,seal,colorpoint,blue,FALSE,wet,20,21,Usa,38.89511,-77.03637
Ragdoll,0.08,1,male,False,12,0.8,seal,colorpoint,blue,FALSE,wet,31,20,Usa,41.881832,-87.623177
Ragdoll,0.08,1,male,False,11,0.7,seal,colorpoint,blue,FALSE,dry,40,19,Usa,40.71427,-74.00597
Ragdoll,0.08,1,male,False,12,0.9,seal,colorpoint,blue,FALSE,wet,29,20,Usa,47.60621,-122.33207
Ragdoll,0.08,1,male,False,12,0.6,seal,colorpoint,blue,FALSE,wet,30,22,Usa,40.71427,-74.00597
Ragdoll,0.17,2,female,False,14,0.9,seal,colorpoint,blue,FALSE,wet,20,18,Usa,40.71427,-74.00597
Ragdoll,0.08,1,male,False,10,0.8,red/cream,bicolor,blue,TRUE,dry,26,21,Usa,41.881832,-87.623177
Ragdoll,0.17,2,female,False,14,1.3,red/cream,bicolor,blue,FALSE,wet,21,20,Usa,40.71427,-74.00597
Ragdoll,0.08,1,female,False,11,0.9,red/cream,bicolor,blue,FALSE,wet,23,21,Usa,41.881832,-87.623177
Ragdoll,0.08,1,male,False,15,0.8,red/cream,bicolor,blue,FALSE,dry,34,21,Usa,42.35843,-71.05977
Ragdoll,0.08,1,female,False,10,0.8,red/cream,tortie,blue,FALSE,wet,39,21,Usa,45.52345,-122.67621
Ragdoll,0.17,2,female,False,14,1.1,brown/chocolate,colorpoint,blue,FALSE,wet,35,18,Usa,42.35843,-71.05977
Ragdoll,0.08,1,male,False,15,0.8,brown/chocolate,colorpoint,blue,FALSE,dry,39,22,Usa,37.77493,-122.41942
Ragdoll,0.08,1,male,False,10,0.9,red/cream,colorpoint,blue,FALSE,wet,31,20,Usa,47.60621,-122.33207
Ragdoll,0.17,2,female,False,13,0.8,red/cream,colorpoint,blue,FALSE,wet,30,18,Usa,40.71427,-74.00597
Ragdoll,0.08,1,female,False,13,0.7,red/cream,colorpoint,blue,FALSE,wet,37,22,Usa,39.29038,-76.61219
Ragdoll,0.17,2,female,False,16,0.8,red/cream,colorpoint,blue,TRUE,wet,34,18,Usa,40.71427,-74.00597
Ragdoll,0.17,2,female,False,16,1.1,red/cream,tortie,blue,FALSE,dry,31,18,Usa,42.35843,-71.05977
Ragdoll,0.17,2,male,False,17,1.2,red/cream,bicolor,blue,FALSE,wet,39,18,Usa,41.881832,-87.623177
Angora,0.08,1,male,False,12,0.8,white,solid,blue,FALSE,wet,36,19,Usa,43.296482,-74.00597
Ragdoll,0.08,1,female,False,13,0.8,white,solid,blue,FALSE,wet,31,20,Usa,43.296482,-74.00597
Angora,0.17,2,female,False,16,0.8,white,solid,blue,FALSE,wet,36,20,Usa,43.296482,-74.00597
Angora,0.17,2,male,False,17,0.8,black,solid,blue,FALSE,dry,40,20,Usa,43.296482,-74.00597
Angora,0.17,2,male,False,15,1.1,white,solid,green,FALSE,wet,22,20,Usa,43.296482,-74.00597
Angora,0.17,2,female,False,17,0.9,white,solid,blue,FALSE,wet,38,20,Usa,43.296482,-74.00597
Ragdoll,0.08,1,female,False,15,0.7,white,solid,blue,FALSE,wet,40,22,Uk,51.507351,-0.127758
Angora,0.17,2,male,False,14,0.7,black,solid,blue,FALSE,dry,40,20,Usa,40.71427,-74.00597
Angora,0.17,2,male,False,15,0.8,white,solid,green,FALSE,wet,38,20,Usa,45.52345,-122.67621
Angora,0.08,1,female,False,14,0.7,white,solid,blue,TRUE,wet,37,20,Usa,40.71427,-74.00597
Angora,0.17,2,female,False,14,0.7,white,solid,blue,FALSE,wet,32,18,Germany,50.110924,8.682127
Angora,0.17,2,female,False,17,0.8,white,solid,green,FALSE,wet,39,19,Usa,37.77493,-122.41942
Angora,0.17,2,female,False,14,0.8,white,solid,blue,FALSE,dry,24,18,Usa,38.89511,-77.03637
Angora,0.17,2,male,False,16,1.2,white,solid,blue,FALSE,wet,34,19,Usa,41.881832,-87.623177
Maine coon,0.08,1,male,False,15,0.7,white,solid,blue,FALSE,wet,25,19,Usa,38.89511,-77.03637
Maine coon,0.08,1,female,False,15,0.8,brown/chocolate,tabby,green,FALSE,wet,34,21,Usa,40.71427,-74.00597
Maine coon,0.08,1,female,False,13,0.8,red/cream,tabby,blue,FALSE,wet,30,22,Usa,39.29038,-76.61219
Maine coon,0.08,1,male,False,15,0.8,black,bicolor,green,FALSE,dry,40,21,Usa,42.35843,-71.05977
Maine coon,0.17,2,male,False,14,1.2,red/cream,tabby,blue,FALSE,wet,38,18,Usa,40.71427,-74.00597
Maine coon,0.08,1,female,False,15,0.5,red/cream,tortie,blue,FALSE,wet,22,21,Usa,40.71427,-74.00597
Maine coon,0.08,1,female,False,12,0.8,brown/chocolate,tabby,green,TRUE,wet,33,20,Usa,40.71427,-74.00597
Ragdoll,0.08,1,male,False,13,0.7,brown/chocolate,tabby,blue,FALSE,dry,36,19,Usa,38.89511,-77.03637
Ragdoll,0.17,2,male,False,15,1.3,brown/chocolate,tabby,green,FALSE,wet,21,20,Uk,53.480759,-2.242631
Ragdoll,0.17,2,female,False,15,1.4,brown/chocolate,tabby,blue,FALSE,wet,23,18,Uk,53.800755,-1.549077
Ragdoll,0.17,2,female,False,12,0.9,brown/chocolate,solid,green,FALSE,wet,31,19,Uk,53.480759,-2.242631
Ragdoll,0.17,2,female,False,15,1.2,white,solid,blue,FALSE,wet,35,20,Uk,51.507351,-0.127758
Maine coon,0.17,2,female,False,17,1.0,black,bicolor,blue,I dont allow her outside. I'm a responsible owner,wet,36,19,Uk,51.507351,-0.127758
Maine coon,0.17,2,male,False,14,0.7,red/cream,tabby,blue,FALSE,wet,20,20,Uk,51.507351,-0.127758
Maine coon,0.17,2,male,False,16,1.1,red/cream,tabby,green,FALSE,wet,34,19,Uk,52.486244,-1.890401
Maine coon,0.17,2,female,False,15,1.1,red/cream,solid,blue,FALSE,wet,39,20,Uk,51.507351,-0.127758
Angora,2.25,27,male,True,25,3.1,white,solid,amber,FALSE,wet,39,16,France,47.218371,-1.553621
Angora,2.25,27,male,True,38,5.3,white,solid,amber,FALSE,wet,39,14,Vive la france!,48.864716,2.349014
Angora,2.33,28,female,False,36,4.0,red/cream,solid,blue,FALSE,dry,19,14,France,47.218371,-1.553621
Angora,2.33,28,female,False,36,2.4,white,dirty,blue,FALSE,wet,19,16,France,45.76342,4.834277
Angora,2.33,28,male,True,39,3.9,white,solid,blue,FALSE,wet,34,14,France,45.76342,4.834277
Angora,2.67,32,female,True,38,3.9,red/cream,solid,blue,FALSE,wet,37,14,France,44.837789,-0.57918
Angora,2.67,32,male,False,40,4.0,black,solid,blue,FALSE,dry,30,14,France,43.296482,5.36978
Angora,2.67,32,female,True,34,3.9,black,solid,green,TRUE,dry,21,14,France,45.76342,4.834277
Angora,2.92,35,female,True,34,4.1,white,solid,green,TRUE,wet,28,14,France,43.296482,5.36978
Angora,2.92,35,female,True,32,2.5,white,solid,amber,FALSE,wet,33,14,France,48.864716,2.349014
Angora,2.92,35,male,True,41,3.8,white,solid,amber,FALSE,wet,21,14,Usa,40.71427,-74.00597
Angora,2.92,35,male,False,39,4.1,white,solid,blue,FALSE,wet,28,14,Usa,40.71427,-74.00597
Angora,3.0,36,male,True,39,4.4,white,solid,green,FALSE,dry,16,15,Usa,40.71427,-74.00597
Angora,3.0,36,male,False,39,4.8,white,solid,blue,FALSE,wet,44,14,Usa,37.77493,-122.41942
Angora,3.08,37,male,True,39,5.1,red/cream,tabby,blue,FALSE,dry,25,16,Usa,47.60621,-122.33207
Ankora,3.08,37,male,True,38,3.7,black,solid,green,TRUE,wet,25,14,Usa,47.60621,-122.33207
Ankora,3.08,37,male,True,40,5.3,white,solid,blue,FALSE,dry,11,14,France,44.837789,-0.57918
Ankora,3.17,38,female,False,36,4.0,white,solid,amber,FALSE,wet,11,14,Usa,40.71427,-74.00597
Angora,3.25,39,male,False,40,4.5,black,bicolor,blue,FALSE,wet,12,16,Usa,47.60621,-122.33207
Angora,3.42,41,male,True,41,4.4,white,solid,amber,FALSE,dry,24,17,Usa,45.52345,-122.67621
Angora,3.5,42,male,True,39,4.8,black,solid,blue,FALSE,wet,15,16,Usa,45.52345,-122.67621
Angora,3.58,43,female,True,34,3.3,white,solid,blue,FALSE,wet,20,14,Usa,41.881832,-87.623177
Angora,3.67,44,male,False,39,4.5,white,solid,amber,FALSE,wet,23,14,Usa,47.60621,-122.33207
Angora,3.67,44,male,False,37,4.6,white,solid,amber,FALSE,wet,32,14,France,43.61166,3.87771
Angora,3.75,45,male,True,43,3.9,white,solid,blue,FALSE,wet,38,14,Usa,39.29038,-76.61219
Angora,3.83,46,male,False,37,4.1,white,solid,green,FALSE,wet,38,16,Usa,38.89511,-77.03637
Angora,3.83,46,male,True,40,4.8,black,bicolor,amber,TRUE,wet,11,15,Usa,40.71427,-74.00597
Angora,4.17,50,female,True,35,2.8,white,solid,amber,TRUE,dry,28,14,Usa,45.52345,-122.67621
Angora,-4.25,-51,male,True,37,4.6,white,solid,amber,FALSE,dry,36,14,France,45.76342,4.834277
Angora,-4.333333333,-52,female,True,34,4.3,white,solid,cute,FALSE,wet,37,16,Usa,42.35843,-71.05977
Angora,-4.333333333,-52,female,True,35,3.8,black,solid,amber,FALSE,wet,30,14,Usa,45.52345,-122.67621
Angora,-4.333333333,-52,female,True,32,2.4,white,solid,blue,FALSE,wet,40,14,Usa,47.60621,-122.33207
